s_id;name
40019731;Katowice Za³ê¿e
40019741;Katowice Zawodzie
40019754;Kobiór
40019764;Koñczyce
40019773;Kozy
40019784;Kozy Zagroda
40019794;Krzemionki
40019804;Laliki
40019813;£odygowice
40019824;£odygowice Górne
40019833;Milówka
40019844;Milówka Zabawa
40019851;Mys³owice
40019861;Mys³owice Brzezinka
40019871;Mys³owice Brzêczkowice
40019884;Mys³owice Kosztowy
40019893;Nowy Bieruñ
40019904;Pewel Ma³a
40019914;Pewel Wielka
40019924;Pewel Wielka Centrum
40019934;Piasek
40019944;Pierœciec
40019953;Pietrzykowice ¯ywieckie
40019964;Pogwizdów
40019974;Pruchna
40019982;Pszczyna
40019994;Pszczyna Czarków
40020004;Radziechowy Wieprz
40020013;Rajcza
40020023;Rajcza Centrum
40020034;Rycerka
40020043;Skoczów
40020054;Skoczów B³adnice
40020061;Sosnowiec Dañdówka
40020071;Sosnowiec G³ówny
40020081;Sosnowiec Kazimierz
40020091;Sosnowiec Po³udniowy
40020101;Sosnowiec Por¹bka
40020114;Sól
40020124;Sól Kiczora
40020134;Strumieñ
40020141;Œwiêtoch³owice
40020151;Tychy
40020161;Tychy Zachodnie
40020171;Tychy ¯waków
40020183;Ustroñ
40020194;Ustroñ Polana
40020204;Ustroñ Zdrój
40020213;Wêgierska Górka
40020223;Wilkowice Bystra
40020234;Wis³a Dziechcinka
40020244;Wis³a G³êbce
40020254;Wis³a Kopyd³o
40020264;Wis³a Ob³aziec
40020273;Wis³a Uzdrowisko
40020284;Zaborze
40020293;Zabrzeg
40020304;Zabrzeg Czarnolesie
40020313;Zebrzydowice
40020323;Zwardoñ
40020332;¯ywiec
40020344;¯ywiec Sporysz
80020354;Barzkowice
80020364;Baszewice
80020374;Bêdzino
80020382;Bia³ogard
80020393;Bia³oœliwie
80020404;Bia³uñ
80020414;Bia³y Bór
80020424;Bia³y Zdrój Po³udniowy
80020434;Bieczyno Pomorskie
80020444;Bierzwnik
80020454;Biesowice
80020464;Biñcze
80020474;Biskupnica
80020484;Bobrowo Pomorskie
80020494;Boleszewo
80020504;Brokêcino
80020514;BrzeŸno Cz³uchowskie
80020524;Charnowo S³upskie
80020533;Chociwel
80020543;Chojna
80020553;Choszczno
80020564;Ciecholub
80020574;Cieszyno £obeskie
80020584;Cybowo
80020593;Czaplinek
80020603;Czarne
80020614;Czarne Ma³e
80020624;Czarnobór
80020634;Czarnowêsy Pomorskie
80020641;Czepino
80020653;Cz³uchów
80020661;Daleszewo Gryfiñskie
80020674;Dalêcino
80020684;Damnica
80020694;Dar³owo
80020704;Daszewo
80020713;Dobiegniew
80020724;Dobino Wa³eckie
80020734;Dolice
80020744;Dolna Odra
80020754;Dolnik
80020764;Domis³aw
80020774;Drawiny
80020783;Drawsko Pomorskie
80020794;Drzonowo
80020804;Dunowo
80020814;Dygowo
80020824;Dziembówko
80020834;Ga³êzinowo
80020844;G¹bin
80020854;G³owaczewo
80020864;G³uszyno Pomorskie
80020874;Godków
80020884;Gogolewo
80020892;Goleniów
80020904;Górki Pomorskie
80020914;Górzyca Reska
80020923;Gryfice
80020931;Gryfino
80020941;Grzêdzice Stargardzkie
80020954;Grzmi¹ca
80020964;Gwda Ma³a
80020974;Iwin
80020984;Jankowo Pomorskie
80020994;Jarszewo
80021003;Jastrowie
80021014;Jazy
80021024;Jelenino
80021034;Jezierzyce S³upskie
80021044;Jeziorki Wa³eckie
80021054;Kaczory
80021063;Kalisz Pomorski
80021073;Kamieñ Pomorski
80021084;Karcino
80021094;Karlino
80021104;Karwice
80021114;Kawcze
80021123;Kêpice
80021134;Kêpka
80021144;Klêpnica
80021154;Kliniska
80021164;Kobylnica S³upska
80021174;Kolin
80021182;Ko³obrzeg
80021193;Ko³obrzeg Stadion
80021204;Korzybie
80021212;Koszalin
80021224;Koœciernica
80021233;Krajenka
80021244;Krêpa Krajeñska
80021254;Krostkowo
80021264;Krzywin Gryfiñski
80021274;Lesiêcin
80021284;Leœnice
80021294;Lipka Krajeñska
80021304;Lisie Pole
80021314;Lisowo
80021324;Lotyñ
80021334;Lubiewo
80021344;£adzin
80021353;£obez
80021364;£oŸnica
80021374;£ubowo
80021383;Miasteczko Krajeñskie
80021393;Miastko
80021401;Miedwiecko
80021414;Mierzêcin Strzelecki
80021422;Miêdzyzdroje
80021434;Mi³ogoszcz
80021444;Mokrzyca
80021454;Mokrzyca Wielka
80021464;Morzyca
80021474;Mosty
80021484;Mœcice
80021494;Nielep
80021504;Nosówko
80021513;Nowogard
80021524;Nowy Jaros³aw
80021534;Ognica
80021543;Okonek
80021554;Osina
80021564;Pacholêta
80021574;Par³ówko
80021584;Pêzino
80021592;Pi³a G³ówna
80021604;Pi³a Kalina
80021614;Pi³a Podlasie
80021623;P³oty
80021634;P³ytnica
80021644;Podborsko
80021654;Podlesiec
80021664;Pogorzelice
80021674;Police
80021683;Port Lotniczy Szczecin Goleniów
80021694;Potêgowo
80021704;Prostynia
80021714;Przeradz
80021724;Przytocko
80021734;Ptusza
80021744;R¹bino
80021754;Reblino
80021764;Rec³aw
80021774;Recz Pomorski
80021781;Reptowo
80021794;Rêbusz
80021804;Rokita
80021813;Runowo Pomorskie
80021824;Rurka
80021834;Rutwica
80021844;Rzêœnica
80021854;Silnowo
80021864;Siñczyca
80021874;Skibno
80021884;Skórka
80021893;S³awno
80021904;S³onice
80021914;S³onowice
80021924;S³osinko
80021934;S³owienkowo
80021942;S³upsk
80021954;Sokoliniec
80021964;Stara £ubianka
80021971;Stargard
80021984;Stary Borek
80021994;Stary Klukom
80022004;Stawno
80022014;Stobno Szczeciñskie
80022024;Stramnica
80022034;Str¹czno
80022044;Strzebielewo Pyrzyckie
80022054;Strzelinko
80022064;Strzy¿yno S³upskie
80022074;Sulino
80022084;Suliszewo Drawskie
80022094;Sycewice
80022101;Szczecin D¹bie
80022110;Szczecin G³ówny
80022121;Szczecin Gumieñce
80022131;Szczecin Podjuchy
80022144;Szczecin Pogodno
80022151;Szczecin Port Centralny
80022161;Szczecin Za³om
80022171;Szczecin Zdroje
80022181;Szczecin Zdunowo
80022192;Szczecinek
80022204;Szczecinek Chy¿e
80022214;Szyd³owo Krajeñskie
80022223;Œwidwin
80022232;Œwinoujœcie
80022244;Œwinoujœcie Port
80022254;Œwinoujœcie Przytór
80022264;Œwinoujœcie Warszów
80022274;Tarnowo Pomorskie
80022284;Tr¹bki
80022294;Troszyn
80022303;Trzebiatów
80022314;Tuczno Krajeñskie
80022324;Turowo Pomorskie
80022333;Tychowo
80022344;Tymieñ
80022354;Ulikowo
80022363;Ustka
80022373;Ustronie Morskie
80022383;Wa³cz
80022394;Wa³cz Raduñ
80022404;Warnowo
80022413;Wêgorzyno
80022424;Widuchowa
80022434;Widzino
80022444;Wiekowo
80022454;Wielanowo
80022464;Wiewiecko
80022474;Witkowo Pyrzyckie
80022484;Witnica Chojeñska
80022493;Wolin
80022504;Worowo
80022514;Wrz¹ca Pomorska
80022524;Wrzeœnica
80022534;Wrzosowo
80022543;Wyrzysk Osiek
80022553;Wysoka Kamieñska
80022564;Wyszomierz
80022574;Zakrzewo Z³otowskie
80022584;Ziemomyœl
80022593;Z³ocieniec
80022603;Z³otów
80022614;¯abowo
80022624;¯elis³awie Pomorskie
80022634;¯ó³tnica
80022644;¯ó³wino
40022654;Be³sznica
40022664;Bierawa
40022674;Boronów
40022681;Bytom
40022694;Bytom Bobrek
40022701;Bytom Karb
40022711;Bytom Pó³nocny
40022723;Cha³upki
40022731;Chorzów Miasto
40022741;Chorzów Stary
40022753;Czerwionka
40022764;Czerwionka Dêbieñsko
40022774;Czy¿owice
40022784;Dziergowice
40022794;Dzietrzniki
40022800;Gliwice
40022813;Gliwice KuŸnica
40022821;Gliwice £abêdy
40022834;Górki Œl¹skie
40022844;Herby Nowe
40022854;Janinów
40022864;Jaworzno ko³o Wielunia
40022873;Kalety
40022882;Kêdzierzyn-KoŸle
40022894;Kêdzierzyn-KoŸle Azoty
40022904;Kêdzierzyn-KoŸle Przystanek
40022914;Kêdzierzyn-KoŸle Zachodnie
40022924;Knurów
40022934;Kotulin
40022943;Krzepice
40022954;Krzy¿anowice
40022964;Kuleje
40022974;KuŸnia Raciborska
40022983;Leszczyny
40022994;Ligota Toszecka
40023004;£aziska Górne
40023014;£aziska Górne Brada
40023024;£aziska Œrednie
40023034;£uków Œl¹ski
40023043;Miasteczko Œl¹skie
40023053;Miko³ów
40023064;Miko³ów Jamna
40023071;Nak³o Œl¹skie
40023084;Nêdza
40023094;Nêdza Wieœ
40023104;Olza
40023113;Orzesze
40023123;Orzesze Jaœkowice
40023134;Orzesze Miasto
40023144;Paczyna
40023154;Panki
40023164;P¹tnów Wieluñski
40023173;Pyskowice
40023182;Racibórz
40023194;Racibórz Markowice
40023204;Radlin Obszary
40023214;Radostowice
40023221;Radzionków
40023231;Radzionków Rojca
40023244;Raszowa
40023254;Roszków Raciborski
40023261;Ruda Chebzie
40023271;Ruda Œl¹ska
40023284;Rudyszwa³d
40023294;Rudziniec Gliwicki
40023302;Rybnik
40023314;Rybnik Gotartowice
40023324;Rybnik Niedobczyce
40023334;Rybnik Niewiadom
40023344;Rybnik Paruszowiec
40023354;Rybnik Piaski
40023364;Rybnik Rymer
40023374;Rybnik Towarowy
40023384;Rydu³towy
40023394;Rzeczyce Œl¹skie
40023404;S³awiêcice
40023414;Strzebiñ
40023424;Sumina
40023434;Sumina Wieœ
40023444;Suszec
40023454;Suszec Kopalnia
40023464;Suszec Rudziczka
40023474;Szczejkowice
40023484;Szymocice
40023494;Taciszów
40023501;Tarnowskie Góry
40023513;Toszek
40023524;Tworków
40023533;Wieluñ
40023544;Wieluñ D¹browa
40023553;Wodzis³aw Œl¹ski
40023564;Wodzis³aw Œl¹ski Radlin
40023572;Zabrze
40023583;Zdzieszowice
40023593;¯ory
60023604;Bartnica
60023614;Batowice Lubañskie
60023624;Bierkowice
60023634;B³a¿kowa
60023644;Boguszów-Gorce
60023654;Boguszów-Gorce Wschód
60023664;Boguszów-Gorce Zachód
60023674;Boles³awice Œwidnickie
60023684;Brachów
60023693;Bystrzyca K³odzka
60023704;Bystrzyca K³odzka Przedmieœcie
60023714;Ciechanowice
60023724;Dêbowy Gaj
60023734;D³ugopole-Zdrój
60023744;Domaszków
60023754;Duszniki-Zdrój
60023764;Giera³tów
60023774;Giera³tów Wykroty
60023784;G³uszyca
60023794;G³uszyca Górna
60023804;Gocza³ków
60023814;Gorzanów
60023824;Gorzuchów K³odzki
60023834;Goœciszów
60023844;Górzyniec
60023853;Gryfów Œl¹ski
60023864;Imbramowice
60023874;Janowice Wielkie
60023883;Jawor
60023892;Jaworzyna Œl¹ska
60023904;Jedlina Górna
60023913;Jedlina-Zdrój
60023922;Jelenia Góra
60023934;Jelenia Góra Cieplice
60023944;Jelenia Góra Orle
60023954;Jelenia Góra Sobieszów
60023964;Jelenia Góra Zachodnia
60023974;Jerzmanice-Zdrój
60023984;Jerzmanki
60023994;Je¿ów Sudecki
60024004;Kamienna Góra
60024013;K¹ty Wroc³awskie
60024022;K³odzko G³ówne
60024034;K³odzko Ksi¹¿ek
60024043;K³odzko Miasto
60024054;K³odzko Zagórze
60024064;Krosnowice K³odzkie
60024074;Krzewina Zgorzelecka
60024084;Krzy¿owa
60024094;Kudowa-Zdrój
60024104;Kulin K³odzki
60024114;Kwieciszowice
60024124;Lewin K³odzki
60024133;Lubañ Œl¹ski
60024144;Lubawka
60024154;Ludwikowice K³odzkie
60024163;Lwówek Œl¹ski
60024174;Marciszów
60024184;Marczów
60024194;Mieroszów
60024203;Mietków
60024213;Miêdzylesie
60024224;Miku³owa
60024234;M³yñsko
60024244;Niwnice
60024253;Nowa Ruda
60024264;Nowa Ruda Przedmieœcie
60024274;Nowa Ruda Zdrojowisko
60024284;Nowogrodziec
60024294;Olszyna Lubañska
60024304;Piechowice
60024314;Piechowice Dolne
60024324;Pilchowice Nielestno
60024334;Pilchowice Zapora
60024344;Polanica-Zdrój
60024354;Przyby³owice
60024364;Rakowice Wielkie
60024374;Rêbiszów
60024384;RogoŸnica
60024394;Roztoki Bystrzyckie
60024404;Rybnica
60024414;Sadowice Wroc³awskie
60024424;Sêdzis³aw
60024434;Siedlêcin
60024443;Smolec
60024454;Stanowice
60024464;Stara Kamienica
60024474;Stary Jawor
60024484;Stary Wielis³aw
60024493;Strzegom
60024504;Szczytna
60024514;Szklarska Porêba Dolna
60024523;Szklarska Porêba Górna
60024534;Szklarska Porêba Œrednia
60024544;Œcinawka Œrednia
60024553;Œwidnica Miasto
60024563;Œwiebodzice
60024574;Œwierki Dolne
60024584;Trzciñsko
60024594;Ubocze
60024604;Unis³aw Œl¹ski
60024614;Wa³brzych Fabryczny
60024623;Wa³brzych G³ówny
60024632;Wa³brzych Miasto
60024643;Wa³brzych Szczawienko
60024654;Wilczyce
60024664;Witków Œl¹ski
60024674;Wleñ
60024684;Wojanów
60024694;Zarêba
60024704;Zawidów
60024714;Z³otoryja
60024723;¯arów
60024734;¯elazno
10024744;Augustówka
10024754;Azory
10024763;Bednary
10024771;B³onie
10024783;Bo¿a Wola
10024794;Brody Warszawskie
10024801;Brwinów
10024813;Celestynów
10024821;Chotomów
10024834;Chrosna
10024844;Czachówek Górny
10024853;Czachówek Po³udniowy
10024864;D¹bkowizna
10024871;Dobczyn
10024884;Florek
10024894;Gostynin
10024901;Grodzisk Mazowiecki
10024914;Jackowice
10024923;Jaktorów
10024931;Janówek
10024941;Jasienica Mazowiecka
10024953;Jasionna £owicka
10024963;Jesionka
10024971;Józefów
10024983;Kêszyce
10024991;Klembów
10025003;K³odawa
10025011;Koby³ka
10025021;Koby³ka Ossów
10025033;Ko³biel
10025043;Kornelin
10025054;Krzewie
10025062;Kutno
10025071;Legionowo
10025081;Legionowo Piaski
10025091;Legionowo Przystanek
10025103;Leonów
10025114;£¹ck
10025122;£owicz G³ówny
10025133;£owicz Przedmieœcie
10025141;Michalin
10025154;Micha³ów-Reginów
10025163;Miêdzyborów
10025171;Milanówek
10025181;Modlin
10025193;Mys³aków
10025202;Nasielsk
10025214;NiedŸwiada £owicka
10025224;Nieporêt
10025231;Nowa Iwiczna
10025244;Nowe Kutnowskie
10025251;Nowy Dwór Mazowiecki
10025261;Otwock
10025271;O¿arów Mazowiecki
10025284;Parzniew
10025293;Piasecznica
10025301;Piaseczno
10025311;Piastów
10025321;P³ochocin
10025332;P³ock
10025344;P³ock Radziwie
10025354;P³ock Trzepowo
10025364;Pogorzel Warszawska
10025373;Pomiechówek
10025381;Pruszków
10025394;Raciborów Kutnowski
10025403;Radziwi³³ów Mazowiecki
10025414;Rogo¿ew
10025423;Seroki
10025434;Sierakówek
10025444;Sklêczki
10025452;Sochaczew
10025464;Stara Wieœ
10025474;Strzelce Kujawskie
10025484;Studzianki Nowe
10025493;Sucha ¯yrardowska
10025501;Sulejówek
10025513;Œródborów
10025521;Œwider
10025533;Teresin Niepokalanów
10025544;Turzynów
10025553;Ustanówek
10025561;Warszawa Aleje Jerozolimskie
10025571;Warszawa Anin
10025581;Warszawa Choszczówka
10025591;Warszawa Dawidy
10025601;Warszawa Falenica
10025611;Warszawa Gdañska
10025621;Warszawa Goc³awek
10025631;Warszawa Go³¹bki
10025641;Warszawa Jeziorki
10025651;Warszawa Ko³o
10025661;Warszawa Lotnisko Chopina
10025671;Warszawa Miedzeszyn
10025681;Warszawa Miêdzylesie
10025691;Warszawa M³ynów
10025701;Warszawa Mokry £ug
10025711;Warszawa Ochota
10025721;Warszawa Okêcie
10025731;Warszawa Olszynka Grochowska
10025741;Warszawa P³udy
10025751;Warszawa Powiœle
10025761;Warszawa Praga
10025771;Warszawa Radoœæ
10025781;Warszawa Rakowiec
10025791;Warszawa Rembertów
10025801;Warszawa S³u¿ewiec
10025811;Warszawa Stadion
10025821;Warszawa Toruñska
10025831;Warszawa Ursus
10025841;Warszawa Ursus NiedŸwiadek
10025851;Warszawa Ursus Pó³nocny
10025861;Warszawa Wawer
10025871;Warszawa Weso³a
10025881;Warszawa W³ochy
10025891;Warszawa Wola
10025901;Warszawa Wola Grzybowska
10025910;"Warszawa Wschodnia
perony inne ni¿ nr 6 i 7"
10025921;Warszawa Zachodnia peron 8
10025930;"Warszawa Zachodnia
perony inne ni¿ nr 2 i 3"
10025941;Warszawa Zacisze Wilno
10025951;Warszawa ZOO
10025961;Warszawa ¯erañ
10025971;Warszawa ¯wirki i Wigury
10025984;Wieliszew
10025993;Witanów
10026001;Wo³omin
10026011;Wo³omin S³oneczna
10026024;Zabie¿ki
10026031;Zagoœciniec
10026041;Zalesie Górne
10026051;Z¹bki
10026061;Zielonka
10026071;Zielonka Bankowa
10026084;Z³otniki Kutnowskie
10026094;Zosinów
10026103;¯ychlin
10026112;¯yrardów
60026124;Bierutów
60026134;Biskupice O³awskie
60026142;Boles³awiec
60026151;Borowa Oleœnicka
60026163;Brzeg Dolny
60026174;Brzeg G³ogowski
60026184;Brzezinka Œredzka
60026194;Bukowice Trzebnickie
60026204;Bukowina Sycowska
60026214;Che³mek Wo³owski
60026223;Chojnów
60026234;Cieszków
60026244;Czerna
60026254;Czerna Ma³a
60026264;Czernica Wroc³awska
60026274;D¹browa Oleœnicka
60026281;D³ugo³êka
60026294;Dobroszyce
60026304;Garbce
60026312;G³ogów
60026324;G³ogów Huta
60026334;Goliszów
60026344;Grabowno Wielkie
60026354;Grêbocice
60026364;Jagodzin
60026374;Jaœkowice Legnickie
60026383;Jelcz Mi³oszyce
60026393;Jelcz-Laskowice
60026404;Jezierzany
60026414;Jêdrzychowice
60026424;Kopalina
60026433;Korzeñsko
60026444;KoŸlice
60026454;Kroœnice
60026464;Krzepów
60026474;Ksiêginice
60026484;Lasów
60026492;Legnica
60026503;Legnica Piekary
60026514;Lizawice
60026524;Lubin Górniczy
60026534;£ososiowice
60026543;Malczyce
60026554;Ma³owice Wo³owskie
60026564;Miêdzybórz Sycowski
60026574;Miêkinia
60026583;Milicz
60026593;Mi³kowice
60026604;Minkowice O³awskie
60026614;Mod³a
60026624;Mrozów
60026634;Nowa Wieœ Legnicka
60026643;Oborniki Œl¹skie
60026654;Okmiany
60026664;Okr¹glica
60026672;Oleœnica
60026683;Oleœnica Rataje
60026692;O³awa
60026704;Orzeszków
60026714;Osetnica
60026724;Osola
60026734;Paw³owice Ma³e
60026744;Pêgów
60026754;Pieñsk
60026764;Przedmoœcie Œwiête
60026774;Rokitki
60026783;Rudna Gwizdanów
60026793;Rudna Miasto
60026804;Ruszów
60026814;Rynarcice
60026824;Siechnice
60026834;Skokowa
60026844;Smardzów Wroc³awski
60026854;Solniki Wielkie
60026864;Stary Wêgliniec
60026874;Studzianka
60026884;Szczedrzykowice
60026894;Szewce
60026903;Œcinawa
60026913;Œroda Œl¹ska
60026923;Œwiêta Katarzyna
60026934;Tomaszów Boles³awiecki
60026944;Twardogóra
60026953;Wêgliniec
60026964;Wierzbowa Œl¹ska
60026974;Wierzchowice
60026983;Wo³ów
60026991;Wroc³aw Brochów
60027000;Wroc³aw G³ówny
60027011;Wroc³aw Grabiszyn
60027021;Wroc³aw Kowale
60027031;Wroc³aw KuŸniki
60027041;Wroc³aw Leœnica
60027051;Wroc³aw Miko³ajów
60027061;Wroc³aw Muchobór
60027071;Wroc³aw Nadodrze
60027081;Wroc³aw Nowy Dwór
60027091;Wroc³aw Osobowice
60027104;Wroc³aw Popowice
60027111;Wroc³aw Pracze
60027121;Wroc³aw Psie Pole
60027131;Wroc³aw Ró¿anka
60027141;Wroc³aw So³tysowice
60027151;Wroc³aw Stadion
60027161;Wroc³aw Swojczyce
60027171;Wroc³aw Œwiniary
60027181;Wroc³aw Wojnów
60027191;Wroc³aw Zachodni
60027203;Wroc³aw Zakrzów
60027211;Wroc³aw ¯erniki
60027224;Wróblin G³ogowski
60027234;Zagajnik
60027244;Zakrzów Kotowice
60027254;Zebrzydowa
60027264;Zêbice Wroc³awskie
60027273;Zgorzelec
60027283;Zgorzelec Miasto
60027293;¯migród
70027303;Babimost
70027314;Belêcin Wielkopolski
70027324;Bêdów
70027334;Bia³a Pilska
70027344;Bielin
70027354;Bieniów
70027364;Biernatowo
70027374;B³otnica
70027384;Boczów
70027394;Bogaczów
70027404;Bogdaniec
70027414;Boleszkowice
70027424;Boszkowo
70027434;Brzozowiec Gorzowski
70027444;Bucha³ów
70027454;Budachów
70027464;Bukowiec Miêdzyrzecki
70027474;Bytnica
70027483;Bytom Odrzañski
70027494;Chociszewo Rogoziniec
70027503;Czerwieñsk
70027514;D¹broszyn
70027524;D¹brówka Wielkopolska
70027534;Deszczno
70027544;Drzeñsko
70027554;Drzewce
70027564;Drzyma³owo
70027574;G¹dków Wielki
70027584;G³êbokie Miêdzyrzeckie
70027592;Gorzów Wielkopolski
70027604;Gorzów Wielkopolski Karnin
70027613;Gorzów Wielkopolski Wieprzyce
70027623;Gorzów Wielkopolski Wschodni
70027633;Gorzów Wielkopolski Zamoœcie
70027644;Gorzów Wielkopolski Zieleniec
70027654;Górki Noteckie
70027664;Górzyca
70027674;Granowo Nowotomyskie
70027684;Gr¹blewo
70027693;Grodzisk Wielkopolski
70027704;I³owa ¯agañska
70027714;Jankowa ¯agañska
70027724;Jerzmanice Lubuskie
70027734;Kamieñ Ma³y
70027744;Konin ¯agañski
70027752;Kostrzyn
70027764;Kotowo
70027774;Kowalów
70027784;KoŸla Ko¿uchowska
70027794;Krzycko Wielkie
70027802;Krzy¿
70027814;Kunowice
70027824;Kupienino
70027834;Laski Lubuskie
70027844;Leszno Górne
70027854;Letnica
70027864;Lipinki £u¿yckie
70027874;Lubanice
70027884;Lutol Suchy
70027894;£êgowo Sulechowskie
70027904;£ugi Górzyckie
70027914;£upowo
70027924;Ma³omice
70027934;Mieszkowice
70027943;Miêdzyrzecz
70027954;Mostki
70027964;Namyœlin
70027974;Niedoradz
70027984;Niegos³awice
70027994;Nietkowice
70028003;Nowa Sól
70028014;Nowawieœ Mochy
70028023;Nowe Drezdenko
70028034;Nowiny Wielkie
70028044;Nowogród Bobrzañski
70028054;Nowogród Osiedle
70028064;Nowy Kisielin
70028074;Nowy Solec
70028084;Nowy Widzim
70028094;Perkowo
70028104;Pliszka
70028114;Popowo Skwierzyñskie
70028124;Radnica
70028134;Radów
70028144;Rakoniewice
70028154;Rostarzewo
70028164;Ruchocice
70028172;Rzepin
70028184;Santok
70028194;Sarbiewo
70028204;Siedlisko Czarnkowskie
70028214;Sieniawa ¯arska
70028223;Skwierzyna
70028234;S³ubice
70028244;Stare Bielice
70028254;Stare Kurowo
70028264;Starkowo
70028274;Stefanowo
70028283;Stêszew
70028294;Stobno
70028304;Strykowo Poznañskie
70028313;Strzelce Krajeñskie Wschód
70028323;Sulechów
70028334;Szczaniec
70028344;Szprotawa
70028354;Szreniawa
70028363;Œwiebodzin
70028374;T³oki
70028384;Toporów
70028394;Torzym
70028403;Trzcianka
70028414;Trzebaw Rosnówko
70028424;Trzebiszewo
70028434;Tuchorza
70028444;Tuplice
70028454;Tuplice Dêbinka
70028463;Wieleñ
70028474;Wilkowo Œwiebodziñskie
70028484;Wiry
70028493;Witnica
70028504;W³oszakowice
70028512;Wolsztyn
70028524;Wroniawy
70028534;Zasieki
70028543;Zb¹szynek
70028553;Zb¹szyñ
70028564;Zb¹szyñ Przedmieœcie
70028572;Zielona Góra G³ówna
70028584;Zielona Góra Przylep
70028594;Zielona Góra Stary Kisielin
70028603;¯agañ
70028612;¯ary
70028624;¯ary Kunice
